text,hashtags,created_at,reference_type,lang,users.username,users.following,users.tweets,users.location,users.verified,metrics.retweets,metrics.replies,metrics.quotes,metrics.impressions,entities.mentions,entities.url title,places.name,places.place_type,places.country,places.country_code
nyaman kerja cari cari kerja eh nih kabar virtual karir daftar,"['virtualcareerfair', 'levelupwithjobstreet']",2022-12-08 03:22:21,,in,Moonhole13,83.0,103.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
musim cari kerja khawatir tenang virtual karir daftar,"['virtualcareerfair', 'levelupwithjobstreet']",2022-12-08 03:33:13,,in,loxusy,1.0,31.0,,False,0,2,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
alas glints karyawan,"['beritajogja', 'jogja', 'jogjaistimewa']",2022-12-08 03:45:03,,in,Harian_Jogja,13.0,473364.0,"Yogyakarta, Indonesia",False,0,0,0,0,[],['Ini Alasan Glints PHK Karyawan - Harianjogja.com'],,,,
informasi viral baru startup glints sayurbox laku glints sayurbox,"['beritaviral', 'satuviral', 'infoviral', 'trendingviral', 'satuberitasejutaviral']",2022-12-08 04:46:50,,in,satu_viral,109.0,3797.0,,False,0,0,0,0,[],['Viral - Start Up Glints dan Sayurbox Lakukan PHK Massal'],,,,
selamat siang teman teman mimin nginfoin opportunity nih youtap silah sebar teman teman dampak layoff moga cocok profile cari,['jobopportunity'],2022-12-08 05:01:00,,in,Youtapid,0.0,527.0,Indonesia,False,0,1,1,0,[],[],,,,
sedih banget untung teman saran virtual karir langsung daftar,"['virtualcareerfair', 'levelupwithjobstreet']",2022-12-08 05:24:02,,in,evararal,55.0,41.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
startup fokus kembang karier glints umum persen karyawannya,"['kumparanbisnis', 'dailyupdate']",2022-12-08 05:49:35,,in,kumparan,3.0,953869.0,,True,0,0,0,0,[],"['Startup Penyedia Loker, Glints, PHK 18 Persen Karyawan: Pasar Berubah Drastis!']",,,,
my dream job capai pupus,"['layoff', 'opentowork']",2022-12-08 05:51:50,,in,disacita,577.0,17692.0,"Malang, Jawa Timur",False,0,0,0,0,[],[],,,,
viral momen haru pria kena prank bos surat hadiah umroh keluarga,"['viral', 'umroh']",2022-12-08 06:28:25,,in,indozonemedia,1.0,127487.0,Jakarta,False,0,0,0,0,[],"['Viral, Momen Haru Pria Kena Prank Bos, Diberi Surat PHK Ternyata Hadiah Umroh Sekeluarga | Indozone.id']",,,,
glints umum persen karyawannya karyawan total karyawan glints hemat biaya lini bisnis,"['newsupdate', 'bisnis', 'oneliner']",2022-12-08 07:26:07,,in,kumparan,3.0,953869.0,,True,3,1,1,0,['glintsid'],"['Startup Penyedia Loker, Glints, PHK 18 Persen Karyawan: Pasar Berubah Drastis!']",,,,
edit video lot processor exynos layoff ngonten promo jual editedit video materi konten,['galaxya13'],2022-12-08 08:05:46,['replied_to'],in,kakmonikk,794.0,4053.0,,False,0,0,0,0,"['samsungid', 'fardiyandi', 'daniellsinaga', 'desnipurba', 'desibide']",[],,,,
ratus usaha global negara mangkas karyawan iring lambat ekonomi global sektor manufaktur asosiasi lapor puluh ribu buruh,['whitepaperdatanesia'],2022-12-08 08:16:13,,in,datanesia_id,2.0,1198.0,Jakarta Capital Region,False,39,40,0,0,[],[],,,,
tren hantu dunia ketenagakerjaan daftar lengkap startup kerja,['tempobisnis'],2022-12-08 08:49:42,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,0,0,[],"['Belasan Startup PHK Massal Karyawan, Berikut Daftar Lengkapnya']",,,,
puluh satpam perum kahuripan demo manajemen gaji kena,"['bogor', 'satpam', 'kenaphk', 'demo']",2022-12-08 09:05:08,,in,ceklissatucom,50.0,7508.0,"Bogor, Indonesia",False,0,0,0,0,[],"['Puluhan Satpam Perum Kahuripan Demo Manajemen Minta Naik Gaji, Malah Kena PHK\xa0']",,,,
karyawan glints oyo hotels sayurbox,['tempobisnis'],2022-12-08 09:37:04,,in,tempodotco,28.0,1163490.0,Indonesia,False,3,0,0,0,[],"['Badai PHK Karyawan Belum Usai, Yang Terbaru: Glintz hingga OYO Hotels']",,,,
goto kerja putus sulit dorong kerja bisnis,"['kumparanbisnis', 'dailyupdate']",2022-12-08 10:05:08,,in,kumparan,3.0,953869.0,,True,3,0,0,0,[],"['GoTo PHK 1.300 Orang: Keputusan Sulit, Tapi Dorong Kinerja Bisnis yang Sehat']",,,,
melkiades kronologis bikin hasil putus hubung kerja undur komitmen pakat upaya advokasi gagal juang proses,['ntt2'],2022-12-08 11:50:51,,in,WikiDPR3,4.0,132796.0,,False,0,0,0,0,['fraksigolkar'],[],,,,
deret usaha teknologi amazon twitter,"['beritajogja', 'jogja', 'jogjaistimewa']",2022-12-08 11:54:34,,in,Harian_Jogja,13.0,473364.0,"Yogyakarta, Indonesia",False,1,0,0,0,[],"['Ini Deretan Perusahaan Teknologi yang PHK Massal, dari Amazon Sampai Twitter - Harianjogja.com']",,,,
khawatir naik dampak timbul gelombang,"['umk', 'bojonegoro', 'buruh', 'phk']",2022-12-08 13:35:33,,in,jatimnowdotcom,1.0,6076.0,Indonesia,False,0,0,0,0,[],"['UMK Bojonegoro Naik Rp200 Ribu, Buruh Khawatir PHK']",,,,
karyawan manajemen goto langkah sulit bisnis sehat,['tempobisnis'],2022-12-08 15:58:02,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,0,0,[],"['PHK 1.300 Karyawan, Manajemen GoTo: Langkah Sulit, Tapi Demi Bisnis Makin Sehat']",,,,
badai kunjung gilir glints persen karyawannya,['trenasia'],2022-12-09 00:15:03,,in,trenasia_com,20.0,30453.0,Jakarta,False,0,0,0,0,[],"['Badai PHK Tak Kunjung Usai, Giliran Glints PHK 18 Persen Karyawannya']",,,,
goto suara harga turun sentuh rp lembar,"['kumparanbisnis', 'dailyupdate']",2022-12-09 00:40:06,,in,kumparan,3.0,953869.0,,True,1,0,1,0,[],['GoTo Buka Suara soal PHK hingga Harga Saham Sentuh Rp 100'],,,,
nih salah sorot kait bijak ketenagakerjaan celaka kerja union busting black daftar alert daftar jam kerja batas media sosial,['ammanpelanggarham'],2022-12-09 01:00:00,,in,m_ridwano,2.0,58.0,,False,0,0,0,0,[],['Amnesty International Indonesia Minta Usut Dugaan Pelanggaran AMNT\xa0'],,,,
amman mineral batas guna sosial media kaya langgar hak asasi gaes,['ammanpelanggarham'],2022-12-09 01:00:00,,in,VegaRose14,271.0,94.0,,False,0,0,0,0,[],['Amnesty Minta Amman Mineral Ditutup Terkait Dugaan Pelanggaran HAM'],,,,
dasar lapor amanat ksb usaha langgar ketenagakerjaan celaka kerja union busting black daftar alert daftar jam kerja,['ammanpelanggarham'],2022-12-09 01:00:00,,in,broisep38,10.0,52.0,,False,0,0,0,0,[],['Komnas HAM akan Panggil PT Amman dan Bupati Sumbawa Barat'],,,,
adu desak komisi nasional ham periksa direktur amnt serta jajar langgar ham jam kerja manusiawi,['ammanpelanggarham'],2022-12-09 01:00:00,,in,sisanita361,10.0,34.0,,False,0,0,0,0,[],['Pekerja Tambang Adukan Direktur PT AMNT ke Komnas HAM'],,,,
duga amman mineral nusa tenggara langgar celaka kerja union busting black daftar alert daftar jam kerja batas media sosial,['ammanpelanggarham'],2022-12-09 01:00:01,,in,erraticwmnnn,49.0,28.0,"Yogyakarta, Indonesia",False,0,0,0,0,[],['Komnas HAM Diminta Usut Dugaan Pelanggaran HAM Perusahaan Tambang di NTB'],,,,
lapor amnt,['ammanpelanggarham'],2022-12-09 01:00:01,,in,XiMarcoh_,131.0,204.0,,False,0,0,0,0,[],['Komnas HAM akan Panggil PT Amman dan Bupati Sumbawa Barat'],,,,
amnt langgar ketenagakerjaan celaka kerja union busting black daftar alert daftar jam kerja,['ammanpelanggarham'],2022-12-09 01:00:01,,in,taeyuur,35.0,24.0,,False,0,0,0,0,[],['Komnas HAM akan Panggil PT Amman dan Bupati Sumbawa Barat'],,,,
amanat lapor duga langgar ham amman mineral kait putus hubung kerja usut celaka kerja akibat mati cacat permanen kerja,['ammanpelanggarham'],2022-12-09 01:00:01,,in,LauraMi82316369,9.0,10.0,,False,0,0,0,0,[],[],,,,
duga lidi langgan ham duga langgar ham salah satu ketenagakerjaan masyarakat dampak,['ammanpelanggarham'],2022-12-09 01:00:02,,in,EnakBihun,17.0,197.0,,False,0,0,0,0,[],"['| Diduga Melanggar HAM, Amnesty International: Tutup PT Amman Mineral']",,,,
salah sorot kait bijak ketenagakerjaan celaka kerja union busting black daftar alert daftar jam kerja batas media sosial,['ammanpelanggarham'],2022-12-09 01:00:02,,in,Ablalwxo,16.0,147.0,,False,0,0,0,0,[],"['| Diduga Melanggar HAM, Amnesty International: Tutup PT Amman Mineral']",,,,
duga langgar ham celaka,['ammanpelanggarham'],2022-12-09 01:00:02,,in,Arifmich,4.0,170.0,,False,0,0,0,0,[],"['Diduga Langgar HAM, Amnesty International Indonesia Minta PT Amman Mineral Ditutup']",,,,
masyarakat komisi nasional ham usut amman mineral langgar ham salah satu,['ammanpelanggarham'],2022-12-09 01:00:02,,in,ziezoe_,26.0,68.0,,False,0,0,0,0,[],['Amanat Minta Komnas HAM Usut Dugaan Pelanggaran HAM Perusahaan Tambang di NTB'],,,,
celaka kerja union busting black daftar alert daftar jam kerja batas media sosial,['ammanpelanggarham'],2022-12-09 01:00:02,,in,revanssigit,2.0,56.0,,False,0,0,0,0,[],['Amnesty International Indonesia Minta Usut Dugaan Pelanggaran AMNT\xa0'],,,,
langgar ham jam kerja manusiawi amman mineral nusa tenggara,['ammanpelanggarham'],2022-12-09 01:00:02,,in,aaameeek,72.0,17.0,,False,0,0,0,0,[],['Pekerja Tambang Adukan Direktur PT AMNT ke Komnas HAM'],,,,
amanat kabupaten sumbawa komisi nasional ham lapor duga langgar ham amman mineral duga adu celaka kerja batas sosial media,['ammanpelanggarham'],2022-12-09 01:01:01,,in,Mpon_Mponn,494.0,45856.0,,False,16,0,3,0,[],['Komnas HAM Diminta Usut Dugaan Pelanggaran HAM Perusahaan Tambang di NTB'],,,,
jadi lumayan celaka kerja union busting black daftar alert daftar jam kerja batas media sosial,['ammanpelanggarham'],2022-12-09 01:02:33,,in,AndtaBowers,11.0,91.0,,False,0,0,0,0,[],"['| Diduga Melanggar HAM, Amnesty International: Tutup PT Amman Mineral']",,,,
paksa jam kerja manusiawi investasi tuntas,['ammanpelanggarham'],2022-12-09 01:02:35,,in,Atomicblas7,12.0,44.0,,False,0,0,0,0,[],['DPR Dorong Audit Investigasi terhadap PT Amman Mineral'],,,,
rem banget paksa jam kerja manusiawi alert daftar black daftar usut celaka kerja usut tuntas,['ammanpelanggarham'],2022-12-09 01:04:54,,in,NathaniaRibka7,13.0,40.0,,False,0,0,0,0,[],"['Terima Aduan Amanat KSB, Komnas HAM Akan Panggil Dirut Amman Mineral dan Bupati Sumbawa Barat']",,,,
duga celaka kerja union busting black daftar alert daftar jam kerja pembatan media sosial sorot,['ammanpelanggarham'],2022-12-09 01:05:00,,in,kewcutt,2.0,36.0,,False,0,0,0,0,[],"['| Diduga Melanggar HAM, Amnesty International: Tutup PT Amman Mineral']",,,,
duga adu masyarakat komisi nasional ham celaka kerja batas sosial media,['ammanpelanggarham'],2022-12-09 01:41:02,,in,indahyuniitaa,141.0,158.0,,False,0,0,0,0,[],['[TERBARU] DPR Dorong Audit Investigasi terhadap PT Amman Mineral'],,,,
yaa celaka kerja union busting black daftar alert daftar jam kerja batas media sosial tega,['ammanpelanggarham'],2022-12-09 02:00:01,,in,revanssigit,2.0,56.0,,False,0,0,0,0,[],['Amnesty International Indonesia Minta Usut Dugaan Pelanggaran AMNT\xa0'],,,,
langgar ham celaka kerja black daftar alert daftar union blusting amman mineral moga usut tuntas komisi nasional ham,['ammanpelanggarham'],2022-12-09 02:00:01,,in,Plutoo_2,68.0,261.0,,False,0,0,0,0,[],['Pekerja Tambang Adukan Direktur PT AMNT ke Komnas HAM'],,,,
adu amanat ksb komisi nasional ham desak panggil periksa amman mineral bawa bukti data kait paksa,['ammanpelanggarham'],2022-12-09 02:00:12,,in,merryandri513,7.0,25.0,,False,0,0,0,0,[],['Dirut Korporasi Tambang Emas hingga Bupati Sumbawa Barat Dilaporkan ke Komnas HAM'],,,,
celaka kerja union busting black daftar alert daftar jam kerja batas media sosial langgar,['ammanpelanggarham'],2022-12-09 02:00:44,,in,eraxser,10.0,126.0,,False,0,0,0,0,[],['Amnesty Internasional Minta Pemerintah Tutup Sementara Amman Mineral'],,,,
usaha langgar ketenagakerjaan celaka kerja union busting black daftar alert daftar jam kerja,['ammanpelanggarham'],2022-12-09 02:01:00,,in,shachizuu,28.0,262.0,,False,0,0,0,0,[],['Komnas HAM akan Panggil PT Amman dan Bupati Sumbawa Barat'],,,,
masuk glints panjang daftar indonesia sangat senang tumbuh ekonomi masyarakat turut kait bagamana,"['phk', 'startup', 'indonesia']",2022-12-09 02:02:28,,in,IdRhema,10.0,32.0,INDONESIA,False,0,0,0,0,[],"['20 Perusahaan RI Diguncang PHK, Terbaru Startup Glints']",,,,
duga adu masyarakat komisi nasional ham celaka kerja pembatasaan sosial media,['ammanpelanggarham'],2022-12-09 02:06:05,,in,Ponpina1,2.0,165.0,,False,0,0,0,0,[],['[TERBARU] DPR Dorong Audit Investigasi terhadap PT Amman Mineral'],,,,
tips terjun dunia kerja,"['millenial', 'phk']",2022-12-09 02:25:33,,in,umifp05,303.0,66.0,,False,0,0,0,0,[],['Sedikit Tips bagi Kamu yang Baru Mulai Terjun ke Dunia Kerja'],,,,
sorot kait bijak ketenagakerjaan celaka kerja union busting black daftar alert daftar jam kerja batas media sosial,['ammanpelanggarham'],2022-12-09 02:30:00,,in,m_ridwano,2.0,58.0,,False,0,0,0,0,[],['Amnesty International Indonesia Minta Usut Dugaan Pelanggaran AMNT\xa0'],,,,
khawatir naik dampak timbul gelombang baca,"['umk', 'bojonegoro', 'buruh', 'phk']",2022-12-09 02:33:52,,in,PakrwCom,86.0,11109.0,surabaya,False,0,0,0,0,[],"['UMK Bojonegoro Naik Rp200 Ribu, Buruh Khawatir PHK']",,,,
musim khawatir loker jobstreet daftar ribet pakai taut daftar bareng,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 03:01:38,,in,Lilily911,100.0,169.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
haduh nih nganggur gara gara naik angka kemarin disaranin teman coba loker jobstreet daftar,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 03:05:38,,in,fzacial,42.0,526.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
putus asa kena loker jobstreet lamar riweh nyaman,"['virtualcareerfair', 'levelupwithjobstreet']",2022-12-09 03:08:14,,in,qu4rta_bn,28.0,190.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
iya musim cari kerja khawatir nih loker jobstreet daftar,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 03:17:05,,in,ub1ztklggdnnt,0.0,192.0,Pontianak ,False,0,1,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
marak nih cari kerja worry nih loker jobstreet daftar,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 03:18:30,,in,NovelliaShinda,235.0,76.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
loker jobstreet aman percaya ayo semangat dapetin kerja kena,"['virtualcareerfair', 'levelupwithjobstreet']",2022-12-09 03:24:53,,in,isidor477,34.0,297.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
emang sedih istri lahir untung cari kerja iklan loker jobstreet daftar via,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 04:01:04,,in,mqobgztdia3n5,0.0,231.0,Pontianak,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
kemarin pandemi banget kena bangkit kasih peluang banget cari kerja loker ribet tinggal pilih sesuai buru daftar,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 04:08:48,,in,erinalau,25.0,129.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
musim nih cari kerja khawatir nih loker jobstreet daftar,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 04:10:28,,in,irman2020,16.0,116.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
haduh nih nganggur gara gara maak angka teman coba loker jobstreet daftar,"['virtualcareerfair2022', 'jobstreetindonesia']",2022-12-09 04:27:10,,in,Momdinda10,6.0,133.0,,False,0,0,0,0,['jobstreetcom'],['JobStreet Indonesia Virtual Career Fair'],,,,
nasib korban indonesia gelombang indonesia kondisi dunia sulit langkah perintah hadap situasi,"['phkmassal', 'pekerja', 'golkar2024', 'phk']",2022-12-09 05:40:50,,in,g24bengkulu,2.0,239.0,,False,0,0,0,0,[],[],,,,
lapor korban isi bikin kaget,['phk'],2022-12-09 05:45:04,,in,jpnncom,0.0,937171.0,Indonesia,False,0,0,0,0,[],"['11 Laporan Korban PHK Selama 2022, Isinya Bikin Kaget']",,,,
kahuripan puluh satpam surat kirim kantor pos jaga,"['bogor', 'satpam', 'phk', 'kantorpos']",2022-12-09 05:50:13,,in,ceklissatucom,50.0,7508.0,"Bogor, Indonesia",False,0,0,0,0,[],['PT Kahuripan PHK Puluhan Satpam Lewat Surat Dikirim Kantor Pos Saat Masih Berjaga\xa0'],,,,
kilas nih gaes tarik banget khawatir pegawai kare,['smartbranchbymandiri'],2022-12-09 05:50:36,['retweeted'],in,arifatunnisaha2,19.0,889.0,,False,9,0,0,0,['kintani_kim'],[],,,,
gelombang startup lanjut,"['jaditau', 'startup', 'phk', 'resesi', 'trendingnow', 'viral']",2022-12-09 06:01:22,,in,panduancoid,3.0,99.0,,False,0,0,0,0,[],"['Gelombang PHK Startup Terjadi 2022, Akan Berlanjut di 2023?']",,,,
hasil ubah karier,"['loker', 'lowongan', 'jobs']",2022-12-09 08:12:33,,in,CareerNBuilding,8.0,308.0,"Jakarta, Indonesia",False,0,0,0,0,[],['Cara Berhasil Mengubah Karier Setelah PHK » Career N Building'],,,,
usaha kembang karir umum putus hubung kerja persen karyawan rabu,"['phk', 'derasdotid']",2022-12-09 08:41:53,,in,derasdotid,51.0,2069.0,"DKI Jakarta, Indonesia",False,0,0,0,0,[],"['Glints umumkan PHK pada 18 persen Karyawan, Ini Alasannya']",,,,
dengar layoff industri technology karyawan laku,"['asiateksolusiindonesia', 'career', 'loker', 'letswork']",2022-12-09 09:10:50,,in,Asiatek_id,5.0,87.0,"Jakarta, Indonesia",False,0,0,0,0,[],[],,,,
disnakertrans prov jawa tingkat anggur provinsi jawa turun november kerja ter usaha,['sdmunggul'],2022-12-09 09:32:21,,in,kemenkopmk,117.0,11393.0,Jakarta,True,0,1,0,0,[],[],,,,
menko pmk kunjung kabupaten semarang bahas prospek ketenagakerjaan kait putus hubung kerja tangan semarang jawa jumat,"['sdmunggul', 'phk', 'kerja']",2022-12-09 09:33:06,['replied_to'],in,kemenkopmk,117.0,11393.0,Jakarta,True,0,0,0,0,['muhadjir_ef'],[],,,,
jelas head of business development perusahaanperusahaan,"['phk', 'phkkaryawan', 'karyawan', 'pegawai', 'perusahaanteknologi', 'beritaekonomi', 'ekonomi', 'referensiteruji', 'validnews']",2022-12-09 10:30:01,,in,validnewsid,66.0,40861.0,"Jakarta Capital Region, Indone",False,1,0,0,0,['jobstreetcom'],[],,,,
realita pemuda pilih hidup rebah banding keras sulit cari kerja marak gaya hidup kapitalisme neo liberalisme sekuler rusak mental tahu,['islamkaffah'],2022-12-09 10:30:06,,in,Princess060390,7.0,642.0,,False,0,0,0,0,[],['Pemuda Makin Sulit Cari Kerja dalam Sistem Kapitalisme | Tahukah Kamu'],,,,
sistem kufur kapitalisme neo liberalisme sekuler gagal sejahtera bukti problem kunjung generasi mental illness banyak jadi pemuda sulit cari kerja tahu,['islamkaffah'],2022-12-09 10:38:23,,in,barbiecatlovers,15.0,649.0,,False,0,1,0,0,[],[],,,,
apindo sulawesi selatan nilai naik ump rat usaha ancam,['apindosulsel'],2022-12-09 11:19:32,,in,HeraldSulsel,50.0,22022.0,"Makassar, Jl Hertasning No.33 ",False,0,0,0,0,[],[],,,,
ekonom unhas pengaruh wacana krisis putus hak kerja timpa usaha startup industri digital kerap efisiensi karyawan,"['news', 'phkmassal', 'kenaikanump']",2022-12-09 11:46:33,,in,terkinidotid,475.0,61130.0,"Makassar, Indonesia",False,0,0,0,0,[],['Ekonom Unhas Sebut PHK Massal Dipengaruhi Wacana Krisis 2023'],,,,
badai cuat lini startup digital sektor aman ancam,['tempobisnis'],2022-12-09 12:08:13,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,1,0,0,[],"['Sederet Sektor Usaha Dianggap Aman dari PHK, Mulai Pangan hingga Kosmetik']",,,,
bkkt,['layoffs'],2022-12-09 16:58:20,['quoted'],in,Beachdudeca,161.0,28702.0,Home is SF,False,0,1,0,0,[],[],,,,
gelombang hantam startup ekonom indef prediksi sektor tahan,['tempobisnis'],2022-12-10 05:20:02,,in,tempodotco,28.0,1163490.0,Indonesia,False,0,0,0,0,[],"['Gelombang PHK Hantam Startup, Ekonom Indef Prediksi Sektor Ini Masih Bisa Bertahan']",,,,
penasaran dream team gowork lihat seru dampak layoff moga bantu yah cc,['irene'],2022-12-10 08:34:11,,in,LetsGoWork,14.0,489.0,Jakarta Capital Region,True,3,0,0,0,['hrdbacot'],"['GoWork Outing 2022 | #TogetherWeGrow', 'Career | GoWork']",,,,
netapp rif ntap,"['wichita', 'layoff', 'layoffs', 'techjobs', 'thelayoff', 'infrastructurelayoffs', 'virtualization']",2022-12-10 09:50:06,,in,TheLayoffBot,303.0,34146.0,,False,0,0,0,0,[],['Rif - post regarding NetApp layoffs'],,,,
meta platforms inc putus hubung kerja karyawan tanggal november tara total karyawan meta dunia,['phk'],2022-12-10 13:06:14,,in,tanyakonsultan,296.0,4753.0,,False,0,0,0,0,[],[],,,,
pandemi tingkat duduk kena sakit mental ratarata akibat covid buntut besar live react with us,"['pemudamuliadenganislam', 'selamatkangenerasidenganislam']",2022-12-10 13:20:21,,in,Salsabi03621592,25.0,1672.0,,False,0,0,0,0,[],[],,,,
pandemi covid landa indonesia usaha gulung tikar besar,['kinerjabriq3'],2022-12-10 13:34:46,['replied_to'],in,inndomiegoreng,33.0,160.0,,False,0,1,0,0,[],[],,,,
kerja korban paksa alih profesi jalan umkm jual makan minum masker wajah laris pasar pandemi covid,['kinerjabriq3'],2022-12-10 13:35:11,['replied_to'],in,inndomiegoreng,33.0,160.0,,False,0,1,0,0,[],[],,,,
karyawan bakar bangkrut cari stabil rekrut merta tinggal crypto,"['phk', 'crypto', 'cryptocurency']",2022-12-10 13:37:57,,in,bf_idtwt,145.0,891.0,,False,0,4,0,0,['strack_ben'],[],,,,
hantu resesi bayang awas sektor kontraksi potensi,"['sindonews', 'bukanberitabiasa']",2022-12-10 13:48:00,,in,SINDOnews,181.0,1061387.0,"Jakarta Pusat, DKI Jakarta",False,1,0,0,0,[],"['Hantu Resesi Membayangi, Awas! 6 Sektor Mulai Terkontraksi dan Berpotensi Terjadi PHK']",,,,
habis tonton mitty pikir sedih kerja kontribusi kena kerja bareng gerus muda ln dunia kerja kejam rezeki stay situ,['eh'],2022-12-10 14:03:00,,in,Zaraearlyy,223.0,3028.0,,False,0,0,0,0,[],[],,,,
tanggap praktik prihatin banyak moga teman teman move forward karir,"['phksepihak', 'phkmassal', 'karir', 'phkmassal']",2022-12-10 14:35:21,,in,busthon,107.0,566.0,"Jakarta, Indonesia",False,0,0,0,0,[],[],,,,
dampak wacana krisis amat ekonomi khawatir alas,['phk'],2022-12-11 02:30:09,,in,HeraldSulsel,50.0,22022.0,"Makassar, Jl Hertasning No.33 ",False,0,0,0,0,[],"['Dampak Wacana Krisis, Pengamat Ekonomi: Saya Khawatir Ini Jadi Alasan PHK - Herald Sulsel']",,,,
usaha dihimbau laku,['indonesiamaju'],2022-12-11 02:41:07,,in,militan_nkri,1404.0,7746.0,,False,1,0,0,0,[],[],,,,
startup oyo sayurbox glints mangkas karyawannya pekan,"['kumparanbisnis', 'newsupdate']",2022-12-11 02:51:11,,in,kumparan,3.0,953869.0,,True,0,0,0,0,[],"['Badai PHK di Startup Masih Berlanjut, Pekan Ini Ada OYO hingga Sayurbox']",,,,
ribu pegawai twitter kena pecat elonmusk pimpin gelombang,['terpopuler'],2022-12-11 06:10:14,['retweeted'],in,WellToto,786.0,246886.0,,False,1,0,0,0,['detikinet'],[],,,,
jokowi siap strategi hadap,"['jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",2022-12-11 09:01:27,,in,jagabayakuat,11.0,5872.0,"Lampung Barat, Lampung",False,0,0,0,0,[],[],,,,
kritik bijak heru budi batas usia pjlp basri baco jaman susah laku,"['airlanggahartarto', 'airlanggapemersatu', 'airlanggauntukindonesia', 'partaigolkar', 'golkarpedia', 'golkarsolid', 'airlanggapresiden']",2022-12-11 09:59:00,,in,golkarpedia,143.0,14801.0,"DKI Jakarta, Indonesia",True,18,0,0,0,[],"['Kritik Kebijakan Heru Budi Batasi Usia PJLP 56 Tahun, Basri Baco: Jaman Lagi Susah, Jangan Lakukan PHK!']",,,,
laku hadap badai,['trenasia'],2022-12-11 12:29:02,,in,trenasia_com,20.0,30453.0,Jakarta,False,0,0,0,0,[],"['Meski Belum Terjadi, 3 Cara Ini Bisa Anda Lakukan Agar Siap Menghadapi Badai PHK']",,,,
tanggal november otomatis laptop invetaris kantor balikin situ laptop main game nonton netflix ajar alas dapet laptop hp victus,['hpindonesia'],2022-12-11 15:36:44,['replied_to'],in,sleepywellafter,38.0,2283.0,,False,1,0,0,0,"['intanorii', 'hanyahpuntukku', 'asumshit', 'suh_santi']",[],,,,
cegah sektor skt padat karya bantu hebat keluarga,['lindungipekerjaskt'],2022-12-11 16:17:59,['quoted'],in,fidialating,42.0,326.0,malang,False,7,0,0,0,"['jokowi', 'kemenkeuri', 'beacukairi']",[],,,,
herzaky rakyat susah akibat jepit miskin kunjung turun banyak anggur rebak putus hubung kerja,['tumbangkanpenguasakemaruk'],2022-12-11 23:01:00,,in,SKamil55,5963.0,12031.0,Indonesia,False,0,0,0,0,[],"['Bamsoet Hidupkan Lagi Wacana Jokowi 3 Periode, Demokrat: Urat Malunya Sudah Putus']",,,,
menteri koordinator bidang ekonomi airlangga hartarto ramal gelombang henti alih alih henti nilai fenomena depan kaesang,"['cristianoronaldo', 'gelombangphk', 'pandemi']",2022-12-12 00:00:00,,in,IndonesiaPintas,1811.0,2142.0,,False,1,0,0,0,[],[],,,,
juristdiction hadir the paper on lindung hukum kerja laksana protokol sehat pandemi via,"['jd', 'ejournal_unair', 'lipjphki']",2022-12-12 02:48:20,,in,JurnalUnair,12.0,325.0,,False,0,0,0,0,[],[],,,,
uang sangon hasil bayar beri kerja nama bentuk apa hubung kerja putus hubung kerja jelas infografis,"['konsultan1m', 'pajak']",2022-12-12 02:54:23,,in,pajaksmart,137.0,511.0,"Jakarta Pusat, DKI Jakarta",False,0,0,0,0,[],[],,,,
coba recharge dampak,"['merahputihcom', 'terdampak', 'phk']",2022-12-12 04:09:00,,in,newsmerahputih,200.0,140882.0,Jakarta,False,0,0,0,0,[],['Recharge Setelah Terdampak PHK'],,,,
